TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2022,2,8,20,0,8XX E HASTINGS ST,Strathcona,493814.1628,5458698.316
Mischief,2022,3,26,20,0,8XX E HASTINGS ST,Strathcona,493814.1628,5458698.316
Mischief,2022,5,2,19,35,8XX E HASTINGS ST,Strathcona,493817.8998,5458707.343
Mischief,2022,5,14,19,44,8XX E HASTINGS ST,Strathcona,493821.0592,5458707.2403
Mischief,2022,9,28,6,48,8XX KEEFER ST,Strathcona,493659.8327,5458498.5091
Mischief,2022,1,7,2,0,8XX KEEFER ST,Strathcona,493688.2264,5458497.6009
Mischief,2022,1,9,12,0,8XX MALKIN AVE,Strathcona,493786.6896,5457903.9175
Mischief,2022,1,8,14,14,8XX POWELL ST,Strathcona,493715.3729,5458907.895
Mischief,2022,8,8,9,0,8XX TERMINAL AVE,Strathcona,493715.1532,5457514.3949
Mischief,2022,10,6,21,0,8XX UNION ST,Strathcona,493815.2355,5458292.7955
Mischief,2022,9,19,17,16,9XX E HASTINGS ST,Strathcona,493925.8441,5458703.4645
Mischief,2022,7,30,0,0,9XX E HASTINGS ST,Strathcona,493964.4579,5458702.0561
Mischief,2022,1,16,2,30,9XX MAIN ST,Strathcona,492745.3985,5458172.8011
Mischief,2022,4,16,1,27,9XX MAIN ST,Strathcona,492745.3985,5458172.8011
Mischief,2022,6,21,19,54,9XX MAIN ST,Strathcona,492745.9493,5458193.9988
Mischief,2022,4,5,5,12,9XX MAIN ST,Strathcona,492746.4007,5458211.3836
Mischief,2022,7,9,1,33,9XX MAIN ST,Strathcona,492746.4007,5458211.3836
Mischief,2022,2,5,18,49,9XX MAIN ST,Strathcona,492746.5445,5458216.9188
Mischief,2022,8,21,3,45,9XX MAIN ST,Strathcona,492746.5445,5458216.9188
Mischief,2022,9,9,0,11,9XX MAIN ST,Strathcona,492746.6503,5458220.9778
Mischief,2022,9,21,2,33,9XX PRINCESS AVE,Strathcona,493336.2361,5458209.2817
Mischief,2022,9,2,16,30,9XX STATION ST,Strathcona,492800.2616,5458154.1233
Mischief,2022,5,30,11,42,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Mischief,2022,5,16,19,40,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Mischief,2022,9,9,22,36,ALEXANDER ST / DUNLEVY AVE,Strathcona,493069.6881,5459033.7524
Mischief,2022,7,9,17,37,ALEXANDER ST / GORE AVE,Strathcona,492884.8123,5459039.5916
Mischief,2022,7,20,18,4,ALEXANDER ST / GORE AVE,Strathcona,492884.8123,5459039.5916
Mischief,2022,3,8,17,30,ALEXANDER ST / GORE AVE,Strathcona,492884.8125,5459039.5913
Mischief,2022,5,25,12,30,ALEXANDER ST / HEATLEY AVE,Strathcona,493487.9855,5459021.1343
Mischief,2022,10,25,23,30,CAMPBELL AVE / E CORDOVA ST,Strathcona,493835.9168,5458809.8085
Mischief,2022,5,12,13,2,COTTRELL ST / TERMINAL AVE,Strathcona,493898.5939,5457459.0591
Mischief,2022,5,18,16,16,DUNLEVY AVE / POWELL ST,Strathcona,493066.9358,5458933.0347
Mischief,2022,8,13,18,26,DUNLEVY AVE / POWELL ST,Strathcona,493066.9358,5458933.0347
Mischief,2022,9,13,8,15,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.9728,5459128.0475
Mischief,2022,8,8,18,0,E CORDOVA ST / HAWKS AVE,Strathcona,493664.6669,5458814.0613
Mischief,2022,6,23,20,58,E CORDOVA ST / JACKSON AVE,Strathcona,493208.2843,5458829.1022
Mischief,2022,2,21,19,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.5255
Mischief,2022,1,31,9,20,E HASTINGS ST / GLEN DR,Strathcona,494086.6987,5458693.5263
Mischief,2022,4,4,19,0,E HASTINGS ST / GORE AVE,Strathcona,492911.3556,5458733.3363
Mischief,2022,6,23,0,0,E HASTINGS ST / JACKSON AVE,Strathcona,493205.0711,5458724.5948
Mischief,2022,7,18,22,54,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3828
Mischief,2022,9,25,16,4,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3828
Mischief,2022,10,21,14,18,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3828
Mischief,2022,1,14,23,13,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Mischief,2022,1,15,19,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Mischief,2022,1,5,18,6,E HASTINGS ST / PRINCESS AVE,Strathcona,493347.6087,5458719.8513
Mischief,2022,4,29,23,0,E HASTINGS ST / RAYMUR AVE,Strathcona,493995.8663,5458696.3355
Mischief,2022,2,5,20,0,E PENDER ST / GORE AVE,Strathcona,492922.9613,5458624.6968
Mischief,2022,9,11,16,0,E PENDER ST / HEATLEY AVE,Strathcona,493485.406,5458609.8651
Mischief,2022,7,4,8,30,E PENDER ST / JACKSON AVE,Strathcona,493201.5345,5458617.1973
Mischief,2022,8,6,18,30,E PENDER ST / MAIN ST,Strathcona,492748.7552,5458629.9818
Mischief,2022,3,28,20,4,FOLEY ST / GREAT NORTHERN WAY,Strathcona,493703.0382,5457053.6625
Mischief,2022,4,15,4,54,GLEN DR / PARKER ST,Strathcona,494078.4365,5458119.5719
Mischief,2022,2,8,7,0,GLEN DR / TERMINAL AVE,Strathcona,494077.7928,5457460.8646
Mischief,2022,8,25,21,20,GLEN DR / VENABLES ST,Strathcona,494080.6967,5458232.1301
Mischief,2022,6,7,22,45,GORE AVE / POWELL ST,Strathcona,492893.5328,5458938.3815
Mischief,2022,2,4,11,0,GRANT ST / VERNON DR,Strathcona,494276.3315,5457641.2173
Mischief,2022,3,10,17,0,HAWKS AVE / UNION ST,Strathcona,493650.3008,5458301.4473
Mischief,2022,3,16,18,0,HAWKS AVE / UNION ST,Strathcona,493650.3008,5458301.4473
Mischief,2022,8,5,16,0,HEATLEY AVE / POWELL ST,Strathcona,493493.7201,5458920.1509
Mischief,2022,4,14,14,30,INDUSTRIAL AVE / WESTERN ST,Strathcona,492724.9374,5457526.533
Mischief,2022,9,16,21,0,JACKSON AVE / RAILWAY ST,Strathcona,493216.79,5459115.6461
Mischief,2022,3,27,18,54,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.0657
Mischief,2022,4,6,18,0,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.0657
Mischief,2022,7,3,19,0,MAIN ST / POWELL ST,Strathcona,492759.2547,5458942.4691
Mischief,2022,9,28,21,50,NORTHERN ST / WESTERN ST,Strathcona,492771.1906,5457682.0993
Mischief,2022,1,28,21,0,POWELL ST / PRINCESS AVE,Strathcona,493352.1547,5458924.4443
Mischief,2022,7,3,0,30,PRIOR ST / STATION ST,Strathcona,492797.8902,5458224.2305
Mischief,2022,9,12,18,45,STATION ST / TERMINAL AVE,Strathcona,492825.734,5457754.5895
Mischief,2022,1,1,17,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,1,30,15,10,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,1,31,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,3,7,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,3,19,12,30,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,3,20,9,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,3,29,9,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,4,3,20,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,4,5,17,20,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,4,7,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,4,16,2,48,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,4,26,13,21,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,4,28,3,18,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,5,10,11,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,5,24,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,5,25,11,10,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,5,28,14,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,5,29,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,5,29,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,2,2,10,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,6,28,7,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,7,4,3,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,7,10,9,18,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,7,22,1,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,7,24,19,56,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,7,25,12,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,8,4,4,1,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,8,6,0,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,8,12,0,10,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,8,14,8,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,8,16,14,6,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,8,20,22,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,8,27,22,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,7,14,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,12,20,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,13,0,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,16,23,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,22,0,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,22,21,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,26,11,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,9,26,12,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,10,7,12,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,10,9,23,12,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Mischief,2022,10,21,16,30,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Offence Against a Person,2022,6,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,21,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,2,5,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,24,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,14,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,21,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,23,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,14,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,2,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,2,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,2,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,24,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,2,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,31,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,2,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,31,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,31,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,23,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,5,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,24,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,24,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,9,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,21,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,10,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,5,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,3,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,2,3,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,3,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,4,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,8,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,3,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,7,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2022,6,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
