TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2018,6,16,18,0,10XX ALBERNI ST,West End,491102.2439,5459092.4351
Break and Enter Commercial,2018,12,12,0,0,10XX BEACH AVE,West End,490228.7807,5458208.3497
Break and Enter Commercial,2018,4,9,6,0,10XX BEACH AVE,Central Business District,490249.2307,5458166.8328
Break and Enter Commercial,2018,10,2,18,31,10XX BEACH AVE,Central Business District,490258.4148,5458154.8532
Break and Enter Commercial,2018,2,17,15,0,10XX BEACH AVE,Central Business District,490269.91,5458141.1263
Break and Enter Commercial,2018,5,16,17,0,10XX BOUNDARY RD,Hastings-Sunrise,498275.62,5458124.9411
Break and Enter Commercial,2018,3,2,3,23,10XX BROUGHTON ST,West End,490262.7487,5459186.8583
Break and Enter Commercial,2018,3,17,11,57,10XX BROUGHTON ST,West End,490262.7487,5459186.8583
Break and Enter Commercial,2018,6,3,2,0,10XX BROUGHTON ST,West End,490272.5864,5459183.8121
Break and Enter Commercial,2018,1,20,23,0,10XX BURNABY ST,West End,490423.586,5458504.0063
Break and Enter Commercial,2018,2,28,18,0,10XX BURNABY ST,West End,490423.586,5458504.0063
Break and Enter Commercial,2018,12,15,14,53,10XX BURNABY ST,West End,490440.3175,5458486.9612
Break and Enter Commercial,2018,2,8,8,38,10XX BURRARD ST,West End,490729.6302,5458622.1395
Break and Enter Commercial,2018,2,23,19,0,10XX BURRARD ST,West End,490729.6302,5458622.1395
Break and Enter Commercial,2018,3,1,7,8,10XX BURRARD ST,West End,490729.6302,5458622.1395
Break and Enter Commercial,2018,12,2,17,30,10XX BURRARD ST,Central Business District,490758.7224,5458638.6357
Break and Enter Commercial,2018,12,4,17,0,10XX BURRARD ST,Central Business District,490758.7224,5458638.6357
Break and Enter Commercial,2018,8,30,12,40,10XX CANADA PL,Central Business District,491519.3199,5459518.8272
Break and Enter Commercial,2018,11,13,4,45,10XX COMMERCIAL DR,Grandview-Woodland,494937.5085,5458088.0531
Break and Enter Commercial,2018,12,21,5,3,10XX COMMERCIAL DR,Grandview-Woodland,494937.5085,5458088.0531
Break and Enter Commercial,2018,1,5,7,36,10XX COMMERCIAL DR,Grandview-Woodland,494946.6912,5458091.7883
Break and Enter Commercial,2018,4,16,15,19,10XX COMMERCIAL DR,Grandview-Woodland,494946.7697,5458099.4462
Break and Enter Commercial,2018,12,4,2,2,10XX DAVIE ST,West End,490467.1155,5458629.8738
Break and Enter Commercial,2018,9,28,5,4,10XX DAVIE ST,West End,490488.9907,5458595.4614
Break and Enter Commercial,2018,9,20,4,0,10XX DAVIE ST,West End,490528.6043,5458556.3995
Break and Enter Commercial,2018,12,30,13,37,10XX DAVIE ST,West End,490546.3428,5458551.75
Break and Enter Commercial,2018,12,4,2,6,10XX DAVIE ST,West End,490551.2192,5458546.9414
Break and Enter Commercial,2018,2,27,21,30,10XX DENMAN ST,West End,489823.403,5459531.6748
Break and Enter Commercial,2018,2,28,13,7,10XX DENMAN ST,West End,489823.403,5459531.6748
Break and Enter Commercial,2018,9,9,8,26,10XX DENMAN ST,West End,489880.7749,5459589.1956
Break and Enter Commercial,2018,1,10,7,38,10XX DUNSMUIR ST,Central Business District,491238.7326,5459258.6928
Break and Enter Commercial,2018,6,25,6,34,10XX DUNSMUIR ST,Central Business District,491238.7326,5459258.6928
Break and Enter Commercial,2018,11,6,4,30,10XX DUNSMUIR ST,Central Business District,491238.7326,5459258.6928
Break and Enter Commercial,2018,1,25,12,41,10XX E BROADWAY AVE,Mount Pleasant,493991.2692,5456637.9583
Break and Enter Commercial,2018,3,14,9,25,10XX E BROADWAY AVE,Mount Pleasant,494074.1104,5456636.8066
Break and Enter Commercial,2018,5,1,18,1,10XX E CORDOVA ST,Strathcona,494025.6382,5458795.8085
Break and Enter Commercial,2018,12,13,4,2,10XX GILFORD ST,West End,489790.0823,5459725.2284
Break and Enter Commercial,2018,6,6,6,30,10XX GRANVILLE ST,Central Business District,490989.548,5458450.7113
Break and Enter Commercial,2018,4,19,0,5,10XX GRANVILLE ST,Central Business District,491020.1578,5458468.9291
Break and Enter Commercial,2018,7,25,5,31,10XX GRANVILLE ST,Central Business District,491020.1578,5458468.9291
Break and Enter Commercial,2018,3,30,6,6,10XX GRANVILLE ST,Central Business District,491025.2148,5458487.1767
Break and Enter Commercial,2018,3,9,17,30,10XX GREAT NORTHERN WAY,Strathcona,494050.6484,5456956.1896
Break and Enter Commercial,2018,12,22,0,1,10XX HAMILTON ST,Central Business District,491263.115,5458200.9662
Break and Enter Commercial,2018,11,29,10,2,10XX HAMILTON ST,Central Business District,491294.0009,5458245.4512
Break and Enter Commercial,2018,6,23,6,0,10XX HARWOOD ST,West End,490409.5994,5458362.936
Break and Enter Commercial,2018,12,19,6,47,10XX HOMER ST,Central Business District,491198.8052,5458234.0738
Break and Enter Commercial,2018,1,15,4,0,10XX HOMER ST,Central Business District,491255.8833,5458279.1811
Break and Enter Commercial,2018,4,3,17,0,10XX HOWE ST,Central Business District,490891.0561,5458484.3504
Break and Enter Commercial,2018,4,25,14,24,10XX HOWE ST,Central Business District,490911.7414,5458505.4916
Break and Enter Commercial,2018,1,10,5,1,10XX JERVIS ST,West End,490321.4744,5459033.6073
Break and Enter Commercial,2018,2,2,17,0,10XX LAURIER AVE,Shaughnessy,490704.3405,5455350.0258
Break and Enter Commercial,2018,6,28,4,21,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Break and Enter Commercial,2018,2,9,4,30,10XX MAINLAND ST,Central Business District,491274.7256,5458134.0366
Break and Enter Commercial,2018,11,12,4,56,10XX MAINLAND ST,Central Business District,491298.4643,5458171.8308
Break and Enter Commercial,2018,3,14,6,0,10XX MAINLAND ST,Central Business District,491324.5391,5458185.7001
Break and Enter Commercial,2018,4,24,16,0,10XX MAINLAND ST,Central Business District,491333.5726,5458195.0711
Break and Enter Commercial,2018,8,14,14,46,10XX MARINASIDE CRES,Central Business District,491400.6061,5457863.2867
Break and Enter Commercial,2018,3,4,12,5,10XX NELSON ST,West End,490766.889,5458782.4641
Break and Enter Commercial,2018,4,16,19,0,10XX NELSON ST,West End,490766.889,5458782.4641
Break and Enter Commercial,2018,7,26,0,0,10XX QUEBEC ST,Central Business District,492586.9351,5458039.3939
Break and Enter Commercial,2018,9,18,22,0,10XX RAYMUR AVE,Strathcona,494011.8703,5458691.2305
Break and Enter Commercial,2018,7,23,2,53,10XX RICHARDS ST,Central Business District,491126.7883,5458305.4868
Break and Enter Commercial,2018,11,8,23,56,10XX RICHARDS ST,Central Business District,491126.7883,5458305.4868
Break and Enter Commercial,2018,11,15,2,46,10XX ROBSON ST,West End,490945.1763,5459083.5729
Break and Enter Commercial,2018,2,3,3,50,10XX ROBSON ST,West End,491032.721,5458984.2058
Break and Enter Commercial,2018,5,31,21,30,10XX ROBSON ST,West End,491049.8068,5458967.3216
Break and Enter Commercial,2018,10,8,4,12,10XX ROBSON ST,West End,491058.2284,5458958.9991
Break and Enter Commercial,2018,6,1,12,25,10XX SE MARINE DR,Sunset,493875.6666,5450918.9295
Break and Enter Commercial,2018,7,22,18,42,10XX SE MARINE DR,Sunset,493875.6666,5450918.9295
Break and Enter Commercial,2018,11,24,15,25,10XX SE MARINE DR,Sunset,493875.6666,5450918.9295
Break and Enter Commercial,2018,12,24,16,38,10XX SE MARINE DR,Sunset,493875.6666,5450918.9295
Break and Enter Commercial,2018,12,25,15,0,10XX SE MARINE DR,Sunset,493875.6666,5450918.9295
Break and Enter Commercial,2018,3,22,2,57,10XX SEYMOUR ST,Central Business District,491047.9333,5458361.9816
Break and Enter Commercial,2018,10,28,20,31,10XX VERNON DR,Strathcona,494274.836,5458072.496
Break and Enter Commercial,2018,4,14,7,0,10XX W 11TH AVE,Fairview,490726.308,5456533.8314
Break and Enter Commercial,2018,3,8,1,30,10XX W 13TH AVE,Fairview,490699.7094,5456333.1993
Break and Enter Commercial,2018,1,18,22,32,10XX W 49TH AVE,Oakridge,490640.0853,5452653.6314
Break and Enter Commercial,2018,10,9,19,0,10XX W 54TH AVE,Oakridge,490510.7065,5452099.3695
Break and Enter Commercial,2018,2,14,1,0,10XX W 59TH AVE,Marpole,490501.3021,5451609.4577
Break and Enter Commercial,2018,3,7,17,0,10XX W 7TH AVE,Fairview,490672.2839,5456948.0677
Break and Enter Commercial,2018,8,17,4,17,10XX W BROADWAY AVE,Fairview,490645.9489,5456744.8706
Break and Enter Commercial,2018,6,30,14,48,10XX W GEORGIA ST,Central Business District,491087.1035,5459191.5547
Break and Enter Commercial,2018,4,19,0,0,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Break and Enter Commercial,2018,9,19,18,44,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Break and Enter Commercial,2018,11,14,18,0,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Break and Enter Commercial,2018,4,30,18,45,10XX W PENDER ST,Central Business District,491332.2968,5459374.751
Break and Enter Commercial,2018,7,3,1,30,10XX W WATERFRONT RD,Central Business District,491417.3431,5459575.5814
Break and Enter Commercial,2018,9,18,23,0,11XX ALBERNI ST,West End,490983.9912,5459210.3728
Break and Enter Commercial,2018,11,24,7,2,11XX BROUGHTON ST,West End,490122.5859,5459046.0713
Break and Enter Commercial,2018,10,3,23,4,11XX BURRARD ST,Central Business District,490718.6878,5458598.0078
Break and Enter Commercial,2018,7,14,8,15,11XX CLARK DR,Strathcona,494372.8452,5458011.8459
Break and Enter Commercial,2018,3,15,19,30,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Break and Enter Commercial,2018,1,21,5,33,11XX COMOX ST,West End,490528.1436,5458866.5933
Break and Enter Commercial,2018,6,9,5,53,11XX DAVIE ST,West End,490333.1503,5458766.3029
Break and Enter Commercial,2018,12,4,1,43,11XX DAVIE ST,West End,490359.3808,5458726.4785
Break and Enter Commercial,2018,8,1,0,10,11XX DAVIE ST,West End,490419.5195,5458678.186
Break and Enter Commercial,2018,10,5,4,44,11XX DENMAN ST,West End,489747.6414,5459455.184
Break and Enter Commercial,2018,8,15,12,4,11XX DENMAN ST,West End,489790.2733,5459498.0912
Break and Enter Commercial,2018,2,5,5,14,11XX DENMAN ST,West End,489793.1542,5459501.0115
Break and Enter Commercial,2018,8,31,5,35,11XX DENMAN ST,West End,489793.1542,5459501.0115
Break and Enter Commercial,2018,6,13,5,57,11XX E BROADWAY AVE,Mount Pleasant,494129.2655,5456626.8944
Break and Enter Commercial,2018,7,10,4,38,11XX E BROADWAY AVE,Mount Pleasant,494129.2655,5456626.8944
Break and Enter Commercial,2018,9,24,0,24,11XX E BROADWAY AVE,Mount Pleasant,494129.2655,5456626.8944
Break and Enter Commercial,2018,3,11,14,53,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Break and Enter Commercial,2018,1,30,23,20,11XX E PENDER ST,Strathcona,494164.3333,5458594.3382
Break and Enter Commercial,2018,4,9,20,36,11XX E PENDER ST,Strathcona,494164.3333,5458594.3382
Break and Enter Commercial,2018,1,12,22,0,11XX FRANKLIN ST,Strathcona,494096.6985,5458838.6188
Break and Enter Commercial,2018,4,13,16,40,11XX FRANKLIN ST,Strathcona,494139.1409,5458846.9997
Break and Enter Commercial,2018,2,14,21,20,11XX FRANKLIN ST,Strathcona,494180.215,5458846.2595
Break and Enter Commercial,2018,6,4,1,0,11XX FRANKLIN ST,Strathcona,494180.215,5458846.2595
Break and Enter Commercial,2018,11,5,6,8,11XX FRANKLIN ST,Strathcona,494180.215,5458846.2595
Break and Enter Commercial,2018,11,12,5,51,11XX FRANKLIN ST,Strathcona,494180.215,5458846.2595
Break and Enter Commercial,2018,8,13,4,40,11XX GRANVILLE ST,Central Business District,490828.1896,5458287.5414
Break and Enter Commercial,2018,9,5,0,0,11XX GRANVILLE ST,Central Business District,490870.3092,5458329.8846
Break and Enter Commercial,2018,12,3,12,15,11XX GRANVILLE ST,Central Business District,490901.1772,5458347.9503
Break and Enter Commercial,2018,11,13,22,47,11XX GRANVILLE ST,Central Business District,490919.3628,5458379.1983
Break and Enter Commercial,2018,9,14,1,47,11XX HARO ST,West End,490826.7405,5459046.6523
Break and Enter Commercial,2018,10,29,18,21,11XX HARWOOD ST,West End,490190.4567,5458582.7025
Break and Enter Commercial,2018,12,10,12,13,11XX HARWOOD ST,West End,490271.0987,5458515.9252
Break and Enter Commercial,2018,2,8,23,30,11XX HOMER ST,Central Business District,491124.9361,5458146.4293
Break and Enter Commercial,2018,11,30,21,30,11XX HORNBY ST,Central Business District,490732.2809,5458460.8464
Break and Enter Commercial,2018,10,21,9,0,11XX HORNBY ST,Central Business District,490762.516,5458492.1905
Break and Enter Commercial,2018,1,1,0,0,11XX HORNBY ST,Central Business District,490768.8928,5458511.972
Break and Enter Commercial,2018,3,1,20,40,11XX HOWE ST,Central Business District,490768.0621,5458359.5349
Break and Enter Commercial,2018,12,4,0,5,11XX HOWE ST,Central Business District,490768.0621,5458359.5349
Break and Enter Commercial,2018,10,7,0,0,11XX HOWE ST,Central Business District,490775.0164,5458366.5794
Break and Enter Commercial,2018,12,3,7,0,11XX HOWE ST,Central Business District,490775.0164,5458366.5794
Break and Enter Commercial,2018,8,24,9,9,11XX HOWE ST,Central Business District,490823.3469,5458428.5529
Break and Enter Commercial,2018,10,2,4,0,11XX HOWE ST,Central Business District,490823.3469,5458428.5529
Break and Enter Commercial,2018,4,15,3,9,11XX HOWE ST,Central Business District,490849.9689,5458442.5047
Break and Enter Commercial,2018,4,16,11,42,11XX HOWE ST,Central Business District,490849.9689,5458442.5047
Break and Enter Commercial,2018,11,7,9,5,11XX JERVIS ST,West End,490211.7551,5458935.6781
Break and Enter Commercial,2018,12,10,0,0,11XX JERVIS ST,West End,490304.9975,5459016.2664
Break and Enter Commercial,2018,2,4,4,0,11XX KINGSWAY AVE,Kensington-Cedar Cottage,494083.4474,5455558.6401
Break and Enter Commercial,2018,3,31,18,36,11XX KINGSWAY AVE,Kensington-Cedar Cottage,494168.6201,5455486.7209
Break and Enter Commercial,2018,12,17,7,30,11XX MAIN ST,Central Business District,492719.3168,5457950.0873
Break and Enter Commercial,2018,2,4,6,32,11XX MAIN ST,Central Business District,492719.604,5457958.35
Break and Enter Commercial,2018,3,13,9,47,11XX MAIN ST,Central Business District,492719.604,5457958.35
Break and Enter Commercial,2018,3,27,2,30,11XX MAIN ST,Central Business District,492719.604,5457958.35
Break and Enter Commercial,2018,2,12,20,53,11XX MAIN ST,Central Business District,492720.2567,5457977.1068
Break and Enter Commercial,2018,12,7,9,11,11XX MAIN ST,Central Business District,492720.2567,5457977.1068
Break and Enter Commercial,2018,12,8,2,0,11XX MAIN ST,Central Business District,492720.2567,5457977.1068
Break and Enter Commercial,2018,12,14,21,0,11XX MAIN ST,Central Business District,492720.2567,5457977.1068
Break and Enter Commercial,2018,7,13,18,0,11XX MAINLAND ST,Central Business District,491174.4426,5458032.915
Break and Enter Commercial,2018,3,27,18,15,11XX MAINLAND ST,Central Business District,491177.0288,5458048.3493
Break and Enter Commercial,2018,11,6,10,8,11XX MARINASIDE CRES,Central Business District,491297.0431,5457829.6382
Break and Enter Commercial,2018,4,6,23,0,11XX MELVILLE ST,Central Business District,491019.485,5459408.0579
Break and Enter Commercial,2018,10,4,7,25,11XX MELVILLE ST,Central Business District,491019.485,5459408.0579
Break and Enter Commercial,2018,10,5,8,10,11XX MELVILLE ST,Central Business District,491078.0856,5459364.0845
Break and Enter Commercial,2018,2,13,0,39,11XX MELVILLE ST,Central Business District,491105.7434,5459337.3253
Break and Enter Commercial,2018,3,31,1,58,11XX NELSON ST,West End,490664.9189,5458896.3544
Break and Enter Commercial,2018,7,12,0,0,11XX NELSON ST,West End,490664.9189,5458896.3544
Break and Enter Commercial,2018,9,14,12,0,11XX NELSON ST,West End,490664.9189,5458896.3544
Break and Enter Commercial,2018,11,3,9,43,11XX NICOLA ST,West End,490118.8007,5459197.354
Break and Enter Commercial,2018,3,29,17,30,11XX PARKER ST,Strathcona,494212.987,5458133.1651
Break and Enter Commercial,2018,10,7,23,10,11XX QUEBEC ST,Central Business District,492601.828,5457998.0951
Break and Enter Commercial,2018,8,20,18,0,11XX RICHARDS ST,Central Business District,490979.6695,5458144.8689
Break and Enter Commercial,2018,11,17,20,53,11XX RICHARDS ST,Central Business District,491058.183,5458236.7356
Break and Enter Commercial,2018,2,26,3,29,11XX RICHARDS ST,Central Business District,491060.0307,5458238.5924
Break and Enter Commercial,2018,11,14,4,55,11XX RICHARDS ST,Central Business District,491060.0307,5458238.5924
Break and Enter Commercial,2018,7,29,4,20,11XX ROBSON ST,West End,490797.8291,5459230.5131
Break and Enter Commercial,2018,8,10,9,3,11XX ROBSON ST,West End,490797.8291,5459230.5131
Break and Enter Commercial,2018,5,18,16,0,11XX ROBSON ST,West End,490812.6871,5459202.7493
Break and Enter Commercial,2018,9,10,18,56,11XX ROBSON ST,West End,490859.7037,5459155.79
Break and Enter Commercial,2018,9,5,21,15,11XX ROBSON ST,West End,490910.2436,5459118.2353
Break and Enter Commercial,2018,2,27,21,40,11XX ROSSLAND ST,Hastings-Sunrise,496691.9762,5458065.5319
Break and Enter Commercial,2018,3,16,1,15,11XX SEYMOUR ST,Central Business District,490915.5991,5458229.3148
Break and Enter Commercial,2018,1,4,0,0,11XX SEYMOUR ST,Central Business District,490943.0067,5458256.6083
Break and Enter Commercial,2018,6,8,10,0,11XX SEYMOUR ST,Central Business District,490991.2159,5458304.6172
Break and Enter Commercial,2018,7,31,7,41,11XX SEYMOUR ST,Central Business District,490991.2159,5458304.6172
Break and Enter Commercial,2018,7,6,17,15,11XX SEYMOUR ST,Central Business District,491002.2259,5458315.5813
Break and Enter Commercial,2018,10,1,22,12,11XX STATION ST,Strathcona,492835.0141,5457933.8959
Break and Enter Commercial,2018,11,19,9,33,11XX THE CASTINGS ST,Fairview,490473.3629,5457124.9253
Break and Enter Commercial,2018,6,5,17,0,11XX UNION ST,Strathcona,494100.6197,5458294.2315
Break and Enter Commercial,2018,5,8,21,0,11XX W 10TH AVE,Fairview,490545.8003,5456649.9346
Break and Enter Commercial,2018,3,8,14,38,11XX W 6TH AVE,Fairview,490509.9675,5457037.4954
Break and Enter Commercial,2018,7,7,17,15,11XX W BROADWAY AVE,Fairview,490483.8104,5456758.4594
Break and Enter Commercial,2018,2,3,6,20,11XX W BROADWAY AVE,Fairview,490486.856,5456749.2271
Break and Enter Commercial,2018,7,28,21,30,11XX W BROADWAY AVE,Fairview,490546.5113,5456756.7144
Break and Enter Commercial,2018,2,18,6,38,11XX W BROADWAY AVE,Fairview,490562.7571,5456747.1147
Break and Enter Commercial,2018,3,7,0,5,11XX W CORDOVA ST,Central Business District,491128.9874,5459617.4195
Break and Enter Commercial,2018,3,20,17,30,11XX W GEORGIA ST,Central Business District,490915.2728,5459361.0787
Break and Enter Commercial,2018,9,22,4,10,11XX W GEORGIA ST,Central Business District,490997.9348,5459279.6198
Break and Enter Commercial,2018,1,15,19,30,11XX W HASTINGS ST,Central Business District,491081.4483,5459569.169
Break and Enter Commercial,2018,2,16,18,0,11XX W HASTINGS ST,Central Business District,491081.4483,5459569.169
Break and Enter Commercial,2018,2,19,5,53,11XX W HASTINGS ST,Central Business District,491081.4483,5459569.169
Break and Enter Commercial,2018,1,14,16,30,11XX W HASTINGS ST,Central Business District,491118.603,5459543.3036
Break and Enter Commercial,2018,2,10,21,18,11XX W HASTINGS ST,Central Business District,491127.8585,5459549.2833
Break and Enter Commercial,2018,3,30,0,0,11XX W HASTINGS ST,Central Business District,491220.6789,5459509.5121
Break and Enter Commercial,2018,11,26,10,3,11XX W PENDER ST,Central Business District,491052.646,5459503.6274
Break and Enter Commercial,2018,1,18,3,30,11XX W PENDER ST,Central Business District,491126.3161,5459480.1844
Break and Enter Commercial,2018,6,8,23,49,11XX W PENDER ST,Central Business District,491151.3089,5459458.7793
Break and Enter Commercial,2018,1,16,20,0,11XX W PENDER ST,Central Business District,491171.8637,5459449.436
Break and Enter Commercial,2018,5,12,6,58,11XX W PENDER ST,Central Business District,491208.8622,5459432.618
Break and Enter Commercial,2018,5,19,17,0,11XX W PENDER ST,Central Business District,491208.8622,5459432.618
Break and Enter Commercial,2018,1,8,5,0,11XX W PENDER ST,Central Business District,491217.0842,5459428.8807
Break and Enter Commercial,2018,5,31,9,25,11XX WILLIAM ST,Strathcona,494196.0232,5457932.3133
Break and Enter Commercial,2018,1,2,1,0,12XX BARCLAY ST,West End,490543.4854,5459179.0391
Break and Enter Commercial,2018,3,19,16,53,12XX BARCLAY ST,West End,490567.8497,5459142.5978
Break and Enter Commercial,2018,5,29,21,0,12XX BEACH AVE,West End,489999.8699,5458560.893
Break and Enter Commercial,2018,4,12,10,35,12XX BEACH AVE,West End,490014.0418,5458539.2315
Break and Enter Commercial,2018,10,3,0,0,12XX BROUGHTON ST,West End,490080.7712,5459004.4359
Break and Enter Commercial,2018,10,20,4,25,12XX BURNABY ST,West End,490151.5668,5458788.482
Break and Enter Commercial,2018,11,30,9,50,12XX BURNABY ST,West End,490160.1998,5458766.4917
Break and Enter Commercial,2018,9,15,6,58,12XX BURNABY ST,West End,490193.3363,5458732.4223
Break and Enter Commercial,2018,5,6,3,30,12XX BURNABY ST,West End,490194.7626,5458730.9551
Break and Enter Commercial,2018,9,28,5,2,12XX BURNABY ST,West End,490194.7626,5458730.9551
Break and Enter Commercial,2018,9,23,19,0,12XX BURRARD ST,Central Business District,490563.4424,5458441.6061
Break and Enter Commercial,2018,2,6,8,49,12XX BUTE ST,West End,490291.7511,5458775.7476
Break and Enter Commercial,2018,3,1,18,6,12XX CARDERO ST,West End,489880.1255,5459144.4264
Break and Enter Commercial,2018,9,21,0,0,12XX CARDERO ST,West End,489881.6102,5459133.0484
Break and Enter Commercial,2018,11,17,22,3,12XX COMMERCIAL DR,Grandview-Woodland,494944.556,5457898.2055
Break and Enter Commercial,2018,1,16,19,0,12XX COMOX ST,West End,490416.3105,5458977.8181
Break and Enter Commercial,2018,9,15,8,33,12XX COMOX ST,West End,490416.3105,5458977.8181
Break and Enter Commercial,2018,12,14,0,56,12XX E 12TH AVE,Mount Pleasant,494348.9159,5456325.7816
Break and Enter Commercial,2018,3,14,22,0,12XX E 15TH AVE,Mount Pleasant,494272.6084,5456003.7384
Break and Enter Commercial,2018,7,25,0,30,12XX E 7TH AVE,Mount Pleasant,494234.6812,5456839.4496
Break and Enter Commercial,2018,4,17,10,28,12XX E 8TH AVE,Mount Pleasant,494249.0435,5456738.3524
Break and Enter Commercial,2018,2,23,19,47,12XX E 8TH AVE,Mount Pleasant,494274.1557,5456738.1096
Break and Enter Commercial,2018,3,2,21,29,12XX E 8TH AVE,Mount Pleasant,494274.1557,5456738.1096
Break and Enter Commercial,2018,7,26,12,9,12XX E BROADWAY AVE,Mount Pleasant,494291.1881,5456624.6417
Break and Enter Commercial,2018,9,7,3,13,12XX E BROADWAY AVE,Mount Pleasant,494291.1881,5456624.6417
Break and Enter Commercial,2018,9,10,2,0,12XX E BROADWAY AVE,Mount Pleasant,494291.1881,5456624.6417
Break and Enter Commercial,2018,9,21,7,40,12XX E BROADWAY AVE,Mount Pleasant,494291.1881,5456624.6417
Break and Enter Commercial,2018,12,10,20,0,12XX E BROADWAY AVE,Mount Pleasant,494291.1881,5456624.6417
Break and Enter Commercial,2018,12,23,12,0,12XX E BROADWAY AVE,Mount Pleasant,494291.1881,5456624.6417
Break and Enter Commercial,2018,10,29,7,45,12XX E HASTINGS ST,Strathcona,494373.5721,5458740.0945
Break and Enter Commercial,2018,4,2,0,0,12XX FRANCES ST,Strathcona,494324.2299,5458532.3459
Break and Enter Commercial,2018,4,8,0,58,12XX FRANKLIN ST,Strathcona,494360.0859,5458832.9485
Break and Enter Commercial,2018,7,11,20,47,12XX GRANVILLE ST,Central Business District,490793.4079,5458252.0774
Break and Enter Commercial,2018,3,29,5,18,12XX HAMILTON ST,Central Business District,491042.553,5457978.6849
Break and Enter Commercial,2018,4,3,4,3,12XX HARO ST,West End,490594.9442,5459266.271
Break and Enter Commercial,2018,4,24,1,0,12XX HARO ST,West End,490594.9442,5459266.271
Break and Enter Commercial,2018,5,6,2,25,12XX HARO ST,West End,490594.9442,5459266.271
Break and Enter Commercial,2018,5,23,0,24,12XX HARO ST,West End,490594.9442,5459266.271
Break and Enter Commercial,2018,1,20,22,0,12XX HARO ST,West End,490632.6409,5459230.3996
Break and Enter Commercial,2018,4,20,8,21,12XX HARO ST,West End,490649.1332,5459213.7511
Break and Enter Commercial,2018,12,13,21,38,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Break and Enter Commercial,2018,6,24,14,0,12XX HOMER ST,Central Business District,490990.5557,5458012.3362
Break and Enter Commercial,2018,9,1,0,0,12XX HOMER ST,Central Business District,491004.4732,5458039.2664
Break and Enter Commercial,2018,9,7,21,37,12XX HOWE ST,Central Business District,490650.5904,5458254.6229
Break and Enter Commercial,2018,9,9,7,24,12XX HOWE ST,Central Business District,490650.5904,5458254.6229
Break and Enter Commercial,2018,11,11,19,29,12XX HOWE ST,Central Business District,490650.5904,5458254.6229
Break and Enter Commercial,2018,2,28,3,50,12XX HOWE ST,Central Business District,490681.5523,5458272.6948
Break and Enter Commercial,2018,2,24,5,30,12XX HOWE ST,Central Business District,490733.2331,5458324.4637
Break and Enter Commercial,2018,3,2,2,0,12XX MARINASIDE CRES,Central Business District,491201.6589,5457735.3235
Break and Enter Commercial,2018,4,15,20,38,12XX MELVILLE ST,Central Business District,490918.957,5459505.4848
Break and Enter Commercial,2018,5,8,19,0,12XX MELVILLE ST,Central Business District,490955.3268,5459482.9139
Break and Enter Commercial,2018,4,11,0,34,12XX NELSON ST,West End,490451.5508,5459110.2798
Break and Enter Commercial,2018,4,16,12,0,12XX NELSON ST,West End,490451.5508,5459110.2798
Break and Enter Commercial,2018,4,21,22,42,12XX NELSON ST,West End,490451.5508,5459110.2798
Break and Enter Commercial,2018,8,21,1,49,12XX ODLUM DR,Grandview-Woodland,494472.7335,5457880.3501
Break and Enter Commercial,2018,12,14,8,17,12XX PACIFIC BLVD,Central Business District,491046.9221,5457866.6931
Break and Enter Commercial,2018,11,8,18,0,12XX PACIFIC BLVD,Central Business District,491109.2102,5457915.8955
Break and Enter Commercial,2018,10,30,8,38,12XX PACIFIC ST,West End,489988.5138,5458640.1017
Break and Enter Commercial,2018,11,30,22,10,12XX PENDRELL ST,West End,490309.5435,5458928.1325
Break and Enter Commercial,2018,11,16,11,7,12XX PENDRELL ST,West End,490330.0268,5458906.9991
Break and Enter Commercial,2018,6,8,2,0,12XX ROBSON ST,West End,490661.6272,5459353.6523
Break and Enter Commercial,2018,2,6,8,10,12XX ROBSON ST,West End,490699.3349,5459315.9808
Break and Enter Commercial,2018,9,19,2,20,12XX SEYMOUR ST,Central Business District,490805.3723,5458105.3711
Break and Enter Commercial,2018,8,17,2,2,12XX VENABLES ST,Strathcona,494287.5729,5458223.2726
Break and Enter Commercial,2018,3,29,10,26,12XX W 14TH AVE,Fairview,490334.406,5456240.9648
Break and Enter Commercial,2018,6,13,6,10,12XX W 14TH AVE,Fairview,490359.5817,5456240.2966
Break and Enter Commercial,2018,2,15,2,35,12XX W 15TH AVE,Fairview,490371.4951,5456138.2446
Break and Enter Commercial,2018,10,11,19,0,12XX W 37TH AVE,Shaughnessy,490250.6569,5453900.471
Break and Enter Commercial,2018,1,24,9,25,12XX W 47TH AVE,Oakridge,490226.8944,5452881.6801
Break and Enter Commercial,2018,5,19,14,16,12XX W 70TH AVE,Marpole,490215.7965,5450641.7266
Break and Enter Commercial,2018,4,29,12,51,12XX W CORDOVA ST,Central Business District,491003.7164,5459691.5289
